name,rating,genre,country,budget,gross
Black Snake Moan,R,Drama,United States,15000000,10907485
Monster House,PG,Animation,United States,75000000,141861243
Scoop,PG-13,Comedy,United Kingdom,17300000,39220946
World Trade Center,PG-13,Drama,United States,65000000,163247198
Little Man,PG-13,Comedy,United States,64000000,104003322
The Benchwarmers,PG-13,Comedy,United States,33000000,64962629
Poseidon,PG-13,Action,United States,160000000,181674817
Flushed Away,PG,Animation,United Kingdom,149000000,178281554
The Guardian,PG-13,Action,United States,70000000,94973540
Rescue Dawn,PG-13,Action,United States,10000000,7177143
When a Stranger Calls,PG-13,Horror,United States,15000000,67062123
A Scanner Darkly,R,Animation,United States,8700000,7659918
Shortbus,Not Rated,Comedy,United States,2000000,5526675
The Break-Up,PG-13,Comedy,United States,52000000,205668210
United 93,R,Action,United States,15000000,76700659
The Pink Panther,PG,Adventure,United States,80000000,164115897
Letters from Iwo Jima,R,Action,United States,19000000,68673228
Southland Tales,R,Comedy,France,17000000,374743
Flags of Our Fathers,R,Action,United States,90000000,65900249
Failure to Launch,PG-13,Comedy,United States,50000000,130224158
Clerks II,R,Comedy,United States,5000000,26986174
16 Blocks,PG-13,Action,United States,52000000,65664721
My Super Ex-Girlfriend,PG-13,Comedy,United States,30000000,61108981
The Wicker Man,PG-13,Horror,United States,40000000,38805380
Open Season,PG,Animation,United States,85000000,200811689
Charlotte's Web,G,Adventure,United States,85000000,148963822
The Omen,R,Action,United States,25000000,119974972
Ice Age: the Meltdown,PG,Animation,United States,80000000,667094506
Beerfest,R,Comedy,United States,17500000,20387597
Stay Alive,PG-13,Fantasy,United States,7000000,27298695
Bug,R,Drama,United States,4000000,8095658
Turistas,R,Horror,United States,10000000,14756513
Notes on a Scandal,R,Crime,United Kingdom,15000000,49814392
"Paris, je t'aime",R,Comedy,France,13000000,17471727
Invincible,PG,Biography,United States,40000000,58480828
Firewall,PG-13,Action,United States,50000000,82751189
Hatchet,R,Comedy,United States,1500000,208550
We Are Marshall,PG,Drama,United States,65000000,43545364
Just My Luck,PG-13,Comedy,United States,28000000,38159905
Madea's Family Reunion,PG-13,Comedy,United States,6000000,63368939
The Painted Veil,PG-13,Drama,China,19400000,26910847
Ultraviolet,PG-13,Action,United States,30000000,31070211
Barnyard,PG,Animation,United States,51000000,116755080
Arthur and the Invisibles,PG,Animation,France,86000000,108605609
Zoom,PG,Action,United States,35000000,12506362
Eight Below,PG,Adventure,United States,40000000,120455994
Curse of the Golden Flower,R,Action,Hong Kong,45000000,78568977
Flyboys,PG-13,Action,United Kingdom,60000000,17858059
Find Me Guilty,R,Biography,Germany,13000000,2636637
"You, Me and Dupree",PG-13,Comedy,United States,54000000,130628903
Black Christmas,R,Horror,Canada,9000000,21510851
Last Holiday,PG-13,Comedy,United States,45000000,43451846
Friends with Money,R,Comedy,United States,6500000,18245244
All the King's Men,PG-13,Drama,Germany,55000000,9451623
Hollywoodland,R,Biography,United States,28000000,16800438
Infamous,R,Biography,United States,13000000,2689799
Gridiron Gang,PG-13,Biography,United States,30000000,41480851
The Ant Bully,PG,Animation,United States,50000000,55181129
Fur: an Imaginary Portrait of Diane Arbus,R,Biography,United States,16800000,2312717
Peaceful Warrior,PG-13,Drama,United States,10000000,4326927
The Santa Clause 3: The Escape Clause,G,Adventure,United States,12000000,110768122
Miss Potter,PG,Biography,United Kingdom,30000000,35078241
Big Momma's House 2,PG-13,Comedy,United States,40000000,141522961
The Last Kiss,R,Comedy,United States,20000000,15852401
The Astronaut Farmer,PG,Adventure,United States,13000000,11130889
Old Joy,Unrated,Drama,United States,300000,301047
The Grudge 2,PG-13,Horror,United States,20000000,70711175
For Your Consideration,PG-13,Comedy,United States,12000000,5925637
The Sentinel,PG-13,Action,United States,60000000,78810595
Garfield: A Tail of Two Kitties,PG,Animation,United Kingdom,60000000,143325970
There Will Be Blood,R,Drama,United States,25000000,76182388
No Country for Old Men,R,Crime,United States,25000000,171627166
Stardust,PG-13,Adventure,United Kingdom,70000000,137515140
Gone Baby Gone,R,Crime,United States,19000000,34612443
Disturbia,PG-13,Crime,United States,20000000,118114220
Zodiac,R,Crime,United States,65000000,84785914
Superbad,R,Comedy,United States,20000000,170812526
Transformers,PG-13,Action,United States,150000000,709709780
Harry Potter and the Order of the Phoenix,PG-13,Action,United Kingdom,150000000,942172396
Into the Wild,R,Adventure,United States,15000000,56675895
Ratatouille,G,Animation,United States,150000000,623726085
Atonement,R,Drama,United Kingdom,30000000,131016624
Shooter,R,Action,United States,61000000,95696996
American Gangster,R,Biography,United States,100000000,269755430
Spider-Man 3,PG-13,Action,United States,258000000,894983373
Live Free or Die Hard,PG-13,Action,United States,110000000,388156011
Pirates of the Caribbean: at World's End,PG-13,Action,United States,300000000,960996492
I Am Legend,PG-13,Action,United States,150000000,585410052
Juno,PG-13,Comedy,United States,7500000,232372681
Hitman,R,Action,France,24000000,101276318
Enchanted,PG,Comedy,United States,85000000,340487836
The Mist,R,Horror,United States,18000000,57470220
Hairspray,PG,Comedy,United States,75000000,203553311
Knocked Up,R,Comedy,United States,30000000,219922417
Sweeney Todd: the Demon Barber of Fleet Street,R,Drama,United States,50000000,153383627
Grindhouse,R,Action,United States,67000000,25422088
Ghost Rider,PG-13,Action,United States,110000000,228738393
The Darjeeling Limited,R,Adventure,United States,16000000,35310019
The Nanny Diaries,PG-13,Comedy,United States,20000000,47817020
Funny Games,R,Crime,United States,15000000,7938872
Halloween,R,Horror,United States,15000000,80460948
The Bourne Ultimatum,PG-13,Action,United States,110000000,444100035
Norbit,PG-13,Comedy,United States,60000000,159814490
Beowulf,PG-13,Animation,United States,150000000,196393745
Next,PG-13,Action,United States,70000000,77621983
3:10 to Yuma,R,Action,United States,55000000,70016220
Across the Universe,PG-13,Drama,United States,45000000,29625761
Ocean's Thirteen,PG-13,Crime,United States,85000000,311312624
Blades of Glory,PG-13,Comedy,United States,61000000,145710347
Surf's Up,PG,Animation,United States,100000000,152005713
Resident Evil: Extinction,R,Action,France,45000000,147717833
30 Days of Night,R,Action,United States,30000000,75513170
Dead Silence,R,Horror,United States,20000000,22382047
The Heartbreak Kid,R,Comedy,United States,60000000,128453183
Aliens vs. Predator: Requiem,R,Action,United States,40000000,130290885
Shrek the Third,PG,Animation,United States,160000000,813367380
1408,PG-13,Fantasy,United States,25000000,132963417
The Kingdom,R,Action,United States,70000000,87019158
The Assassination of Jesse James by the Coward Robert Ford,R,Biography,United States,30000000,15001776
Hostel: Part II,R,Horror,United States,10200000,35728183
Fantastic 4: Rise of the Silver Surfer,PG,Action,United States,130000000,301913131
The Golden Compass,PG-13,Adventure,United Kingdom,180000000,372234864
Rush Hour 3,PG-13,Action,United States,140000000,258097122
Epic Movie,PG-13,Adventure,United States,20000000,87238158
Meet the Robinsons,G,Animation,United States,150000000,169333034
Michael Clayton,R,Crime,United States,25000000,92991835
The Bucket List,PG-13,Adventure,United States,45000000,175372502
"Lust, Caution",NC-17,Drama,Taiwan,15000000,67091915
Charlie Wilson's War,R,Biography,United States,75000000,119483446
Freedom Writers,PG-13,Biography,Germany,21000000,43095175
Before the Devil Knows You're Dead,R,Crime,United States,18000000,25038466
Alvin and the Chipmunks,PG,Animation,United States,60000000,365352546
P.S. I Love You,PG-13,Comedy,United States,30000000,156835339
Walk Hard: the Dewey Cox Story,R,Comedy,United States,35000000,20576198
National Treasure: Book of Secrets,PG,Action,United States,130000000,459242249
Lars and the Real Girl,PG-13,Comedy,United States,12000000,11293663
The Game Plan,PG,Comedy,United States,22000000,147880543
Saw IV,R,Crime,Canada,10000000,139352633
Death at a Funeral,R,Comedy,United States,9000000,46789413
Mr. Brooks,R,Crime,United States,20000000,48443734
Vacancy,R,Horror,United States,19000000,35442935
Perfect Stranger,R,Crime,United States,60795000,73534117
Music and Lyrics,PG-13,Comedy,United States,40000000,145896422
Reservation Road,R,Crime,United States,11000000,1783226
I'm Not There,R,Biography,Germany,20000000,11792542
The Number 23,R,Crime,United States,30000000,77677553
Evan Almighty,PG,Comedy,United States,175000000,174440724
Dan in Real Life,PG-13,Comedy,United States,25000000,68474305
The Lookout,R,Crime,United States,16000000,5371181
The Brave One,R,Action,United States,70000000,69787394
I Now Pronounce You Chuck & Larry,PG-13,Comedy,United States,85000000,187134117
Once,R,Drama,Ireland,150000,20936722
The Visitor,PG-13,Drama,United States,4000000,18197518
Elizabeth: The Golden Age,PG-13,Biography,United Kingdom,55000000,75782758
No Reservations,PG,Comedy,United States,28000000,92601050
TMNT,PG,Animation,Hong Kong,34000000,95802916
Sydney White,PG-13,Comedy,United States,16500000,13620075
The Kite Runner,PG-13,Drama,United States,20000000,75011029
Reign Over Me,R,Drama,United States,20000000,22242388
Bratz,PG,Comedy,United States,20000000,26013153
Daddy's Little Girls,PG-13,Drama,United States,10000000,31609243
Becoming Jane,PG,Biography,United Kingdom,16500000,37407812
In the Name of the King: A Dungeon Siege Tale,PG-13,Action,Germany,60000000,13097915
Pathfinder,R,Action,United States,45000000,30984583
The Comebacks,PG-13,Comedy,United States,20000000,13539154
We Own the Night,R,Action,United States,21000000,55033767
Death Sentence,R,Action,United States,20000000,16974459
The Water Horse,PG,Adventure,New Zealand,40000000,103967384
My Blueberry Nights,PG-13,Drama,China,10000000,22007671
Margot at the Wedding,R,Comedy,United States,10000000,2900156
The Messengers,PG-13,Drama,United States,16000000,55060212
Tyler Perry's Why Did I Get Married?,PG-13,Comedy,United States,15000000,55862886
Love in the Time of Cholera,R,Drama,United States,45000000,31575877
P2,R,Crime,United States,8000000,7766240
The Reaping,R,Horror,United States,40000000,62771059
Redacted,R,Crime,United States,5000000,784604
Who's Your Caddy?,PG-13,Comedy,United States,7000000,5713425
The Great Debaters,PG-13,Biography,United States,15000000,30271556
Georgia Rule,R,Comedy,United States,20000000,25000167
Hotel for Dogs,PG,Comedy,Germany,35000000,117252578
Fred Claus,PG,Comedy,United States,100000000,97838349
Lions for Lambs,R,Crime,United States,35000000,64811540
Captivity,R,Crime,United States,17000000,10921200
The Invisible,PG-13,Crime,United States,30000000,26810113
Diary of the Dead,R,Fantasy,United States,2000000,5540941
The Life Before Her Eyes,R,Drama,United States,13000000,7248490
Nancy Drew,PG,Comedy,United States,20000000,30666930
In the Land of Women,PG-13,Comedy,United States,10000000,17562071
Rendition,R,Drama,United States,27500000,27066382
License to Wed,PG-13,Comedy,United States,35000000,70181325
88 Minutes,R,Crime,United States,30000000,32593385
Stomp the Yard,PG-13,Drama,United States,13000000,75511123
Postal,R,Action,United States,15000000,146741
The Hunting Party,R,Adventure,United States,25000000,7674033
The Dark Knight,PG-13,Action,United States,185000000,1005973645
Twilight,PG-13,Drama,United States,37000000,408430415
Iron Man,PG-13,Action,United States,140000000,585796247
The Incredible Hulk,PG-13,Action,United States,150000000,264770996
Kung Fu Panda,PG,Animation,United States,130000000,631746197
Tropic Thunder,R,Action,United States,92000000,195702963
Step Brothers,R,Comedy,United States,65000000,128108211
Quantum of Solace,PG-13,Action,United Kingdom,200000000,589580482
Mamma Mia!,PG-13,Comedy,United States,52000000,611257819
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,Action,United States,185000000,790653942
Taken,PG-13,Action,France,25000000,226837760
The Curious Case of Benjamin Button,PG-13,Drama,United States,150000000,335802786
Wanted,R,Action,United States,75000000,342463063
Burn After Reading,R,Comedy,United States,37000000,163728902
Revolutionary Road,R,Drama,United States,35000000,75981180
Zack and Miri Make a Porno,R,Comedy,United States,24000000,42784344
WALL·E,G,Animation,United States,180000000,521311890
Forgetting Sarah Marshall,R,Comedy,United States,30000000,105833257
Seven Pounds,PG-13,Drama,United States,55000000,169748929
Vicky Cristina Barcelona,PG-13,Comedy,Spain,15500000,96409300
In Bruges,R,Comedy,United Kingdom,15000000,34085749
Sex and the City,R,Comedy,United States,65000000,418765519
Slumdog Millionaire,R,Drama,United Kingdom,15000000,378410542
The House Bunny,PG-13,Comedy,United States,25000000,70439696
RocknRolla,R,Action,United Kingdom,18000000,25740863
Gran Torino,R,Drama,Germany,33000000,269958228
The Reader,R,Drama,Germany,32000000,108902486
The Hurt Locker,R,Drama,United States,15000000,49259766
Rambo,R,Action,Germany,50000000,113244290
The Happening,R,Drama,United States,48000000,163403799
The Wrestler,R,Drama,United States,6000000,44734660
Cloverfield,PG-13,Action,United States,25000000,172394180
Changeling,R,Biography,United States,55000000,113398237
Eagle Eye,PG-13,Action,United States,80000000,178767383
The Other Boleyn Girl,PG-13,Biography,United Kingdom,35000000,78201830
21,PG-13,Crime,United States,35000000,159808370
Never Back Down,PG-13,Action,United States,20000000,41627431
The Mummy: Tomb of the Dragon Emperor,PG-13,Action,United States,145000000,403449830
Hancock,PG-13,Action,United States,150000000,629443428
Journey to the Center of the Earth,PG,Action,United States,60000000,244232688
Bolt,PG,Animation,United States,150000000,309979994
Sex Drive,R,Comedy,United States,19000000,18755936
Death Race,R,Action,United States,45000000,76014335
The Chronicles of Narnia: Prince Caspian,PG,Action,United States,225000000,419665568
Pineapple Express,R,Action,United States,27000000,101624843
Valkyrie,PG-13,Drama,United States,75000000,201545517
27 Dresses,PG-13,Comedy,United States,30000000,162655351
Role Models,R,Comedy,Germany,28000000,92649419
